FileFieldId	FileId	FieldName	DataType	Validation	SparkColType	ColumnLength	Mandatory
323	10000	DATE_LAST_FEATURE_OS_MNT	DECIMAL(7,0)	null	IntegerType()	7	FALSE
324	10000	DATE_LAST_MISC_OS_MNT	DECIMAL(7,0)	null	IntegerType()	7	FALSE
325	10000	DTE_LAST_OVR_CASH_LMT_MNT	DECIMAL(7,0)	null	IntegerType()	7	FALSE
326	10000	LIMIT_CREDIT_TEMP_SAVE	DECIMAL(11,0)	null	IntegerType()	11	FALSE
327	10000	DTE_START_TEMP_CRDT_LMT	DECIMAL(7,0)	null	IntegerType()	7	FALSE
328	10000	DTE_STOP_TEMP_CREDIT_LMT	DECIMAL(7,0)	null	IntegerType()	7	FALSE
329	10000	LIMIT_CASH_OVRIDE	DECIMAL(11,0)	null	IntegerType()	11	FALSE
330	10000	DATE_START_OVR_CASH_LIMIT	DECIMAL(7,0)	null	IntegerType()	7	FALSE
331	10000	DATE_STOP_OVR_CASH_LIMIT	DECIMAL(7,0)	null	IntegerType()	7	FALSE
332	10000	CUSTOM_DATA_90	DECIMAL(9,0)	null	IntegerType()	9	FALSE
333	10000	CUSTOM_DATA_91	DECIMAL(9,0)	null	IntegerType()	9	FALSE
334	10000	STATF_PRODUCT_CHANGE	CHAR(1)	null	StringType()	1	FALSE
335	10000	DATE_PRODUCT_CHANGE	DECIMAL(7,0)	null	IntegerType()	7	FALSE
336	10000	OPER_CASH_LIMIT_ASSIGN	CHAR(6)	null	StringType()	6	FALSE
337	10000	OPER_FUTURE_CASH_LIMIT	CHAR(6)	null	StringType()	6	FALSE
338	10000	NUM_AUTHS_PRIOR_CTD	DECIMAL(7,0)	null	IntegerType()	7	FALSE
339	10000	NUM_AUTHS_CURRENT_CTD	DECIMAL(7,0)	null	IntegerType()	7	FALSE
340	10000	DAILY_FEE_TOTAL_AMT	DECIMAL(13,2)	null	IntegerType()	13	FALSE
341	10000	DATE_AUTO_CB_FRAUD_STAT	DECIMAL(7,0)	null	IntegerType()	7	FALSE
342	10000	PRODCHG_REI_PINMLR_IND	CHAR(1)	null	StringType()	1	FALSE
343	10000	NUM_DAYS_CREDIT_BAL	DECIMAL(3,0)	null	IntegerType()	3	FALSE
344	10000	NUM_COLL_FEE_SINCE_CURR	DECIMAL(5,0)	null	IntegerType()	5	FALSE
345	10000	DATE_LAST_CONTACT	DECIMAL(7,0)	null	IntegerType()	7	FALSE
346	10000	OPT_SET_PURCH_ANALYSIS	DECIMAL(2,0)	null	IntegerType()	2	FALSE
347	10000	DELINQUENT_MAINT_DATE	DECIMAL(7,0)	null	IntegerType()	7	FALSE
348	10000	STATC_ASST_PROGRAM	CHAR(2)	null	StringType()	2	FALSE
349	10000	ACE_INPUT_SOURCE	CHAR(1)	null	StringType()	1	FALSE
350	10000	STATF_OVR_LIMIT_OPT_IN	CHAR(1)	null	StringType()	1	FALSE
351	10000	NUM_VRU_CALLS	DECIMAL(3,0)	null	IntegerType()	3	FALSE
352	10000	NUM_VRU_HANGUPS	DECIMAL(3,0)	null	IntegerType()	3	FALSE
353	10000	NUM_VRU_ACCESS_CODE_ERROR	DECIMAL(3,0)	null	IntegerType()	3	FALSE
354	10000	OPT_SET_ACCT_NUM_ASSIGN	DECIMAL(5,0)	null	IntegerType()	5	FALSE
355	10000	OPT_SET_PRODUCT_UPGRADE	DECIMAL(4,0)	null	IntegerType()	4	FALSE
356	10000	PD_LETTER_OVRIDE_SUPP	DECIMAL(1,0)	null	IntegerType()	1	FALSE
357	10000	PD_NOTICE_OVRIDE_SUPP	DECIMAL(1,0)	null	IntegerType()	1	FALSE
358	10000	PD_STMT_OVRIDE_SUPP	DECIMAL(1,0)	null	IntegerType()	1	FALSE
359	10000	OL_LETTER_OVRIDE_SUPP	DECIMAL(1,0)	null	IntegerType()	1	FALSE
360	10000	OL_NOTICE_OVRIDE_SUPP	DECIMAL(1,0)	null	IntegerType()	1	FALSE
361	10000	OL_STMT_OVRIDE_SUPP	DECIMAL(1,0)	null	IntegerType()	1	FALSE
362	10000	WAIVE_LATE_FEE_SUPP	DECIMAL(1,0)	null	IntegerType()	1	FALSE
363	10000	WAIVE_OVERLIMIT_FEE_SUPP	DECIMAL(1,0)	null	IntegerType()	1	FALSE
364	10000	REPORT_TO_BUREAU_OVR_SUPP	DECIMAL(1,0)	null	IntegerType()	1	FALSE
365	10000	DT_LST_MAINT_FX_WAIVE	DECIMAL(7,0)	null	IntegerType()	7	FALSE
366	10000	PAYMENT_HIERARCHY_TYPE	CHAR(1)	null	StringType()	1	FALSE
367	10000	SINGLE_TO_MULTI_PC	CHAR(1)	null	StringType()	1	FALSE
368	10000	PREV_STATC_CHARGEOFF	CHAR(2)	null	StringType()	2	FALSE
369	10000	STATC_CURR_OL_AUTH_OVR	CHAR(1)	null	StringType()	1	FALSE
370	10000	1099C_PURGE_IND	CHAR(1)	null	StringType()	1	FALSE
371	10000	TSYS_ALERT_IND	CHAR(1)	null	StringType()	1	FALSE
372	10000	CASH_LIMIT	DECIMAL(13,2)	null	IntegerType()	13	FALSE
373	10000	DATE_DEL_PRF_PRICE_YYYYMM	DECIMAL(7,0)	null	IntegerType()	7	FALSE
374	10000	PERFORMANCE_PRICE_SWI	CHAR(1)	null	StringType()	1	FALSE
375	10000	ACCOUNT_IDENTIFIER	DECIMAL(11,0)	null	IntegerType()	11	FALSE
376	10000	OPT_SET_CSRW	DECIMAL(3,0)	null	IntegerType()	3	FALSE
377	10000	DATE_MONEY_AVAILABLE_CHG	DECIMAL(7,0)	null	IntegerType()	7	FALSE
378	10000	OPT_SET_PROMO_TERMS	DECIMAL(4,0)	null	IntegerType()	4	FALSE
379	10000	AMT_EST_INTERCHG_CTD	DECIMAL(13,2)	null	IntegerType()	13	FALSE
380	10000	AMT_EST_INTERCHG_YTD	DECIMAL(13,2)	null	IntegerType()	13	FALSE
381	10000	CB_RISK_SCORE_ORG	DECIMAL(5,0)	null	IntegerType()	5	FALSE
382	10000	FORCE_STMT_IND	CHAR(1)	null	StringType()	1	FALSE
383	10000	STMT_MSG_FX	CHAR(5)	null	StringType()	5	FALSE
384	10000	STATF_INACTIVE	CHAR(1)	null	StringType()	1	FALSE
385	10000	STATF_CLM	CHAR(1)	null	StringType()	1	FALSE
386	10000	STATF_CRV	CHAR(1)	null	StringType()	1	FALSE
387	10000	REAGE_OS	DECIMAL(3,0)	null	IntegerType()	3	FALSE
388	10000	STATF_CHGOFF_LAG	CHAR(1)	null	StringType()	1	FALSE
389	10000	SERV_FEE_OS	CHAR(4)	null	StringType()	4	FALSE
390	10000	NUM_AUTH_CASH_OUT	DECIMAL(3,0)	null	IntegerType()	3	FALSE
391	10000	AMT_AUTH_CASH_OUT	DECIMAL(13,2)	null	IntegerType()	13	FALSE
392	10000	AVMNY_PAD_AMT	DECIMAL(13,2)	null	IntegerType()	13	FALSE
393	10000	AVMNY_CASH_PAD_AMT	DECIMAL(13,2)	null	IntegerType()	13	FALSE
394	10000	TNDM_AUTH_PROC_TYPE_ALT	CHAR(2)	null	StringType()	2	FALSE
395	10000	TNDM_AUTH_PROC_TIER_SDATE	DECIMAL(7,0)	null	IntegerType()	7	FALSE
396	10000	TNDM_AUTH_PROC_ALT_EDATE	DECIMAL(7,0)	null	IntegerType()	7	FALSE
397	10000	AUTH_NEW_REI_IND	CHAR(1)	null	StringType()	1	FALSE
398	10000	NEURAL_STAT_CHNG_TDY_IND	CHAR(1)	null	StringType()	1	FALSE
399	10000	STATC_CO_1099_RPT	CHAR(2)	null	StringType()	2	FALSE
400	10000	STATC_CLOSED_DATE_MNT	DECIMAL(7,0)	null	IntegerType()	7	FALSE
401	10000	STATC_CRVK_MNT_DATE	DECIMAL(7,0)	null	IntegerType()	7	FALSE
402	10000	STATC_CRVK_ADD_DATE	DECIMAL(7,0)	null	IntegerType()	7	FALSE
403	10000	STATC_DLQ	CHAR(2)	null	StringType()	2	FALSE
404	10000	STATF_INACTIVE_DATE	DECIMAL(7,0)	null	IntegerType()	7	FALSE
405	10000	STATC_REAGE_AUTO	CHAR(2)	null	StringType()	2	FALSE
406	10000	STATC_REAGE_MAN	CHAR(2)	null	StringType()	2	FALSE
407	10000	ALT_DISCL_GRP_NEW	CHAR(8)	null	StringType()	8	FALSE
408	10000	ALT_DSCL_GRP_NEW_SDATE	DECIMAL(7,0)	null	IntegerType()	7	FALSE
409	10000	ALT_DSCL_GRP_NEW_EDATE	DECIMAL(7,0)	null	IntegerType()	7	FALSE
410	10000	MNA_ID	DECIMAL(5,0)	null	IntegerType()	5	FALSE
411	10000	MEMBER_NUM	CHAR(19)	null	StringType()	19	FALSE
412	10000	BRPT_SCORE01	DECIMAL(5,0)	null	IntegerType()	5	FALSE
413	10000	BRPT_SCORE02	DECIMAL(5,0)	null	IntegerType()	5	FALSE
414	10000	BRPT_SCORE03	DECIMAL(5,0)	null	IntegerType()	5	FALSE
415	10000	BRPT_SCORE04	DECIMAL(5,0)	null	IntegerType()	5	FALSE
416	10000	DATE_BRPT_SCORE_GEN	DECIMAL(7,0)	null	IntegerType()	7	FALSE
417	10000	CUSTOM_DATA_92	DECIMAL(9,0)	null	IntegerType()	9	FALSE
418	10000	CUSTOM_DATA_93	DECIMAL(9,0)	null	IntegerType()	9	FALSE
419	10000	TIME_AVAIL_CALC	DECIMAL(7,0)	null	IntegerType()	7	FALSE
420	10000	SUB_CVI_PROCESSING	CHAR(1)	null	StringType()	1	FALSE
421	10000	OPT_SET_DBT	CHAR(3)	null	StringType()	3	FALSE
422	10000	ACCOUNT_PROCESSING_TYPE	CHAR(1)	null	StringType()	1	FALSE
423	10000	STATC_BUREAU_DISPUTE	CHAR(2)	null	StringType()	2	FALSE
424	10000	FLOAT_PAY_OVERRIDE	CHAR(1)	null	StringType()	1	FALSE
425	10000	CREDIT_LMT_LAST_PAY_CALC	DECIMAL(11,0)	null	IntegerType()	11	FALSE
426	10000	LANGUAGE_CODE_BEGIN_CYCLE	CHAR(3)	null	StringType()	3	FALSE
427	10000	MULTI_CARD_NUM_IND	CHAR(1)	null	StringType()	1	FALSE
428	10000	STATC_MOC	CHAR(2)	null	StringType()	2	FALSE
429	10000	PHOTO_CARD_IND_MAINT	CHAR(1)	null	StringType()	1	FALSE
430	10000	DATE_LAST_STMT_REPRT	DECIMAL(7,0)	null	IntegerType()	7	FALSE
431	10000	TLP_IND	DECIMAL(1,0)	null	IntegerType()	1	FALSE
432	10000	STATF_NEW_ACCT_TDY	CHAR(1)	null	StringType()	1	FALSE
433	10000	STATF_CLOS_RVOK_TDY	CHAR(1)	null	StringType()	1	FALSE
434	10000	STATC_RECENCY	CHAR(2)	null	StringType()	2	FALSE
435	10000	CUSTOM_CODE_CLIENT_NUM	CHAR(4)	null	StringType()	4	FALSE
436	10000	AUTH_RETURNED_MERCH_AMT	DECIMAL(13,2)	null	IntegerType()	13	FALSE
437	10000	DT_FIRST_DLQ	DECIMAL(7,0)	null	IntegerType()	7	FALSE
438	10000	AUTH_PAYMENT_AMT	DECIMAL(13,2)	null	IntegerType()	13	FALSE
439	10000	PREV_REGION_CODE	CHAR(3)	null	StringType()	3	FALSE
440	10000	CNCY_CODE	CHAR(3)	null	StringType()	3	FALSE
441	10000	STATC_TIERED_AUTH	CHAR(2)	null	StringType()	2	FALSE
442	10000	STATC_WATCH_DT_MAINT	DECIMAL(7,0)	null	IntegerType()	7	FALSE
443	10000	OPT_SET_PROFITMAX	CHAR(3)	null	StringType()	3	FALSE
444	10000	FGN_EXCH_WAIVE_FLAG	CHAR(1)	null	StringType()	1	FALSE
445	10000	NBR_CYCLES_SUSPEND	DECIMAL(1,0)	null	IntegerType()	1	FALSE
446	10000	DATE_LST_PC_POSTED	DECIMAL(7,0)	null	IntegerType()	7	FALSE
447	10000	STATF_FRAUD_AUTH_EXCL	CHAR(1)	null	StringType()	1	FALSE
448	10000	BLOCKED_CARDS_CNT	DECIMAL(3,0)	null	IntegerType()	3	FALSE
449	10000	ALT_CLIENT_PRODUCT_CODE	CHAR(3)	null	StringType()	3	FALSE
450	10000	STATC_CURR_PD_AUTH_OVR	CHAR(1)	null	StringType()	1	FALSE
451	10000	STATF_PMAX_IE	CHAR(1)	null	StringType()	1	FALSE
452	10000	TNDM_AUTH_PROC_TIER_EDATE	DECIMAL(7,0)	null	IntegerType()	7	FALSE
453	10000	DATE_LAST_PERM_CR_CHG	DECIMAL(7,0)	null	IntegerType()	7	FALSE
454	10000	ADDRESS_CODE_EMAIL	DECIMAL(2,0)	null	IntegerType()	2	FALSE
455	10000	STATC_DORMANT	CHAR(2)	null	StringType()	2	FALSE
456	10000	STATF_ADVANTAGE	CHAR(1)	null	StringType()	1	FALSE
457	10000	OPT_SET_BAL_XFER	CHAR(4)	null	StringType()	4	FALSE
458	10000	PROD_CHNG_OFFER_STATUS	CHAR(1)	null	StringType()	1	FALSE
459	10000	LAST_PROD_CNG_OFFER_CDE	CHAR(3)	null	StringType()	3	FALSE
460	10000	LAST_PROD_CNG_OFFER_DTE	DECIMAL(7,0)	null	IntegerType()	7	FALSE
461	10000	CREDIT_LIMIT_SEQ_NUM	DECIMAL(3,0)	null	IntegerType()	3	FALSE
462	10000	OPT_SET_ANN_FEE	DECIMAL(4,0)	null	IntegerType()	4	FALSE
463	10000	OPT_SET_ACCT_FEE	DECIMAL(4,0)	null	IntegerType()	4	FALSE
464	10000	OPT_SET_TRANS_FEE	DECIMAL(4,0)	null	IntegerType()	4	FALSE
465	10000	TBAL_LEVEL_TERM_IND	CHAR(1)	null	StringType()	1	FALSE
466	10000	STATF_REFUND_BLOCK	CHAR(1)	null	StringType()	1	FALSE
467	10000	STOP_RECURRING_PYMTS	CHAR(1)	null	StringType()	1	FALSE
468	10000	DSCL_PRIVACY_POLICY_IND	CHAR(1)	null	StringType()	1	FALSE
469	10000	PREVIOUS_RECENCY	CHAR(2)	null	StringType()	2	FALSE
470	10000	STATF_ACCT_CYCLED_TODAY	CHAR(1)	null	StringType()	1	FALSE
471	10000	OPT_SET_CHIP_CARD_READR	DECIMAL(2,0)	null	IntegerType()	2	FALSE
472	10000	DELINQUENT_MAINT_USERID	CHAR(6)	null	StringType()	6	FALSE
473	10000	AMTC_EXPIRATION_DATE	DECIMAL(4,0)	null	IntegerType()	4	FALSE
474	10000	INACTIVE_FLAG	CHAR(1)	null	StringType()	1	FALSE
475	10000	APPLICATION_NUM	DECIMAL(12,0)	null	IntegerType()	12	FALSE
476	10000	APPLICATION_SUFFIX	DECIMAL(2,0)	null	IntegerType()	2	FALSE
477	10000	SEGMENT_LENGTH	DECIMAL(4,0)	null	IntegerType()	4	FALSE
478	10000	CLIENT_NUM	DECIMAL(4,0)	null	IntegerType()	4	FALSE
480	10000	APPLICATION_SUFFIX	DECIMAL(2,0)	null	IntegerType()	2	FALSE
481	10000	CONTACT_TYPE	CHAR(1)	null	StringType()	1	FALSE
482	10000	CONTACT_COUNTER	DECIMAL(3,0)	null	IntegerType()	3	FALSE
483	10000	APPLICATION_NUM	DECIMAL(12,0)	null	IntegerType()	12	FALSE
485	10000	PMT_STMT_INSERT_1	CHAR(1)	null	StringType()	1	FALSE
486	10000	PMT_STMT_INSERT_2	CHAR(1)	null	StringType()	1	FALSE
487	10000	PMT_STMT_INSERT_3	CHAR(1)	null	StringType()	1	FALSE
488	10000	PMT_STMT_INSERT_4	CHAR(1)	null	StringType()	1	FALSE
489	10000	PMT_STMT_INSERT_5	CHAR(1)	null	StringType()	1	FALSE
490	10000	TRIAD_SCORE_RAW	DECIMAL(3,0)	null	IntegerType()	3	FALSE
491	10000	TRIAD_SCORE_ALIGNED	DECIMAL(3,0)	null	IntegerType()	3	FALSE
492	10000	TRIAD_SCORE_CARD_ID	DECIMAL(3,0)	null	IntegerType()	3	FALSE
1	10001	AccountNo	varchar(19)	null	StringType()	19	FALSE
2	10001	CustomerID	varchar(25)	null	StringType()	25	FALSE
3	10001	PAYMENT_STATUS_CTD	CHAR(1)	null	StringType()	1	FALSE
4	10001	PAYMENT_TIMING_CTD	CHAR(1)	null	StringType()	1	FALSE
5	10001	COLLECTION_AGENCY	CHAR(6)	null	StringType()	6	FALSE
6	10001	BILL_STMT_AT_CYCLE	CHAR(1)	null	StringType()	1	FALSE
7	10001	PASTDUE_AT_CYCLE	CHAR(1)	null	StringType()	1	FALSE
8	10001	OVERLIMIT_AT_CYCLE	CHAR(1)	null	StringType()	1	FALSE
9	10001	FIX_PAYMENT_OPERATOR_ID	CHAR(6)	null	StringType()	6	FALSE
10	10001	PAY_WITHIN_FORCED_GRAC_PD	CHAR(1)	null	StringType()	1	FALSE
11	10001	CB_HISTORY_CHANGE_CTD_IND	CHAR(1)	null	StringType()	1	FALSE
12	10001	COFF_REINSTAT_OPERATOR_ID	CHAR(6)	null	StringType()	6	FALSE
13	10001	COFF_HOLD_OPERATOR_ID	CHAR(6)	null	StringType()	6	FALSE
14	10001	OVERLIMIT_CURR_CYCLE_IND	CHAR(1)	null	StringType()	1	FALSE
15	10001	REAGE_PAYMENT_COUNTER_IND	CHAR(1)	null	StringType()	1	FALSE
16	10001	ANN_STMT_LAST_DATE	DECIMAL(7,0)	null	IntegerType()	7	FALSE
17	10001	REAGE_CONS_PAY_COUNTER	DECIMAL(3,0)	null	IntegerType()	3	FALSE
18	10001	NUM_COLL_FEES_BILLED_YTD	DECIMAL(5,0)	null	IntegerType()	5	FALSE
19	10001	AMT_COLL_FEE_BILLED_YTD	DECIMAL(13,2)	null	IntegerType()	13	FALSE
20	10001	NUM_STOP_FEES_BILLED_YTD	DECIMAL(5,0)	null	IntegerType()	5	FALSE
21	10001	AMT_STOP_FEE_BILLED_YTD	DECIMAL(13,2)	null	IntegerType()	13	FALSE
22	10001	AMT_LAST_FINANCE_CHARGE	DECIMAL(13,2)	null	IntegerType()	13	FALSE
23	10001	DATE_CHARGEOFF_REINSTATED	DECIMAL(7,0)	null	IntegerType()	7	FALSE
24	10001	AMT_LAST_FEE	DECIMAL(13,2)	null	IntegerType()	13	FALSE
25	10001	DATE_LAST_FEE	DECIMAL(7,0)	null	IntegerType()	7	FALSE
26	10001	DATE_POTENTIAL_CHARGEOFF	DECIMAL(7,0)	null	IntegerType()	7	FALSE
27	10001	DATE_COFF_DELAYED_THRU	DECIMAL(7,0)	null	IntegerType()	7	FALSE
28	10001	AMT_CREDIT_BAL_REFUND	DECIMAL(13,2)	null	IntegerType()	13	FALSE
29	10001	DATE_CREDIT_BAL_REFUND	DECIMAL(7,0)	null	IntegerType()	7	FALSE
30	10001	AMT_LAST_ATM	DECIMAL(13,2)	null	IntegerType()	13	FALSE
31	10001	DATE_LAST_ATM	DECIMAL(7,0)	null	IntegerType()	7	FALSE
32	10001	SKIP_MIN_PAY	DECIMAL(13,2)	null	IntegerType()	13	FALSE
33	10001	BALANCE_CURRENT	DECIMAL(13,2)	null	IntegerType()	13	FALSE
34	10001	BALANCE_PREV_STATEMENT	DECIMAL(13,2)	null	IntegerType()	13	FALSE
35	10001	DATE_HIGH_BALANCE	DECIMAL(7,0)	null	IntegerType()	7	FALSE
36	10001	BALANCE_HIGH_LTD	DECIMAL(13,2)	null	IntegerType()	13	FALSE
37	10001	OUT_MIN_PAYMENT_DUE	DECIMAL(13,2)	null	IntegerType()	13	FALSE
38	10001	DATE_FIRST_USE	DECIMAL(7,0)	null	IntegerType()	7	FALSE
39	10001	DATE_PAYMENT_DUE	DECIMAL(7,0)	null	IntegerType()	7	FALSE
40	10001	DATE_BEG_FIX_PAYMENT	DECIMAL(7,0)	null	IntegerType()	7	FALSE
41	10001	DATE_END_FIX_PAYMENT	DECIMAL(7,0)	null	IntegerType()	7	FALSE
42	10001	DATE_FIX_PAYMENT_TAKEN	DECIMAL(7,0)	null	IntegerType()	7	FALSE
43	10001	AMT_FIX_PAYMENT	DECIMAL(13,2)	null	IntegerType()	13	FALSE
44	10001	NUM_DEBIT_TRAN_MEMO	DECIMAL(7,0)	null	IntegerType()	7	FALSE
45	10001	AMT_DEBIT_TRAN_MEMO	DECIMAL(13,2)	null	IntegerType()	13	FALSE
46	10001	NUM_CREDIT_TRAN_MEMO	DECIMAL(7,0)	null	IntegerType()	7	FALSE
47	10001	AMT_CREDIT_TRAN_MEMO	DECIMAL(13,2)	null	IntegerType()	13	FALSE
48	10001	NUM_PAYMENT_TRAN_MEMO	DECIMAL(7,0)	null	IntegerType()	7	FALSE
49	10001	AMT_PAYMENT_TRAN_MEMO	DECIMAL(13,2)	null	IntegerType()	13	FALSE
50	10001	NUM_ACTIVE_DISPUTES_OUT	DECIMAL(3,0)	null	IntegerType()	3	FALSE
51	10001	AMT_ACTIVE_DISPUTES_OUT	DECIMAL(13,2)	null	IntegerType()	13	FALSE
52	10001	DATE_ASSIGNED_COLL_AGENCY	DECIMAL(7,0)	null	IntegerType()	7	FALSE
53	10001	CONS_BILL_CR_BALANCE	DECIMAL(3,0)	null	IntegerType()	3	FALSE
54	10001	PREPAYMENT_COUNTER	DECIMAL(1,0)	null	IntegerType()	1	FALSE
55	10001	DATE_NEXT_COMPUTE_MIN_PAY	DECIMAL(7,0)	null	IntegerType()	7	FALSE
56	10001	NUM_LTE_FEE_SINCE_LST_CUR	DECIMAL(5,0)	null	IntegerType()	5	FALSE
57	10001	NUM_OL_FEE_LST_W_IN_LIMIT	DECIMAL(5,0)	null	IntegerType()	5	FALSE
58	10001	DATE_NEXT_ANN_FEE	DECIMAL(7,0)	null	IntegerType()	7	FALSE
59	10001	NEXT_PAYMENT_DATE	DECIMAL(7,0)	null	IntegerType()	7	FALSE
60	10001	DATE_LAST_DISPUTE_ENTERED	DECIMAL(7,0)	null	IntegerType()	7	FALSE
61	10001	AMT_LAST_DISPUTE	DECIMAL(13,2)	null	IntegerType()	13	FALSE
62	10001	DATE_LAST_PAYMENT	DECIMAL(7,0)	null	IntegerType()	7	FALSE
63	10001	AMT_LAST_PAYMENT	DECIMAL(13,2)	null	IntegerType()	13	FALSE
64	10001	DATE_LAST_PURCHASE	DECIMAL(7,0)	null	IntegerType()	7	FALSE
65	10001	AMT_LAST_PURCHASE	DECIMAL(13,2)	null	IntegerType()	13	FALSE
66	10001	DATE_LAST_CASH	DECIMAL(7,0)	null	IntegerType()	7	FALSE
67	10001	AMT_LAST_CASH	DECIMAL(13,2)	null	IntegerType()	13	FALSE
68	10001	DATE_LAST_CREDIT	DECIMAL(7,0)	null	IntegerType()	7	FALSE
69	10001	AMT_LAST_CREDIT	DECIMAL(13,2)	null	IntegerType()	13	FALSE
70	10001	DATE_LAST_ANN_FEE	DECIMAL(7,0)	null	IntegerType()	7	FALSE
71	10001	AMT_LAST_ANN_FEE	DECIMAL(13,2)	null	IntegerType()	13	FALSE
72	10001	DATE_LAST_OD_PROT_XFR	DECIMAL(7,0)	null	IntegerType()	7	FALSE
73	10001	AMT_LAST_OD_PROT_XFR	DECIMAL(13,2)	null	IntegerType()	13	FALSE
74	10001	DATE_LAST_CONV_CHECK	DECIMAL(7,0)	null	IntegerType()	7	FALSE
75	10001	AMT_LAST_CONV_CHECK	DECIMAL(13,2)	null	IntegerType()	13	FALSE
76	10001	DATE_LAST_NSF_PAYMENT	DECIMAL(7,0)	null	IntegerType()	7	FALSE
77	10001	AMT_LAST_NSF_PAYMENT	DECIMAL(13,2)	null	IntegerType()	13	FALSE
78	10001	DATE_LAST_SYS_GEN_TRANS	DECIMAL(7,0)	null	IntegerType()	7	FALSE
79	10001	AMT_LAST_SYS_GEN_TRANS	DECIMAL(13,2)	null	IntegerType()	13	FALSE
80	10001	DATE_LAST_DEBIT_ADJ	DECIMAL(7,0)	null	IntegerType()	7	FALSE
81	10001	AMT_LAST_DEBIT_ADJ	DECIMAL(13,2)	null	IntegerType()	13	FALSE
82	10001	DATE_LAST_CREDIT_ADJ	DECIMAL(7,0)	null	IntegerType()	7	FALSE
83	10001	AMT_LAST_CREDIT_ADJ	DECIMAL(13,2)	null	IntegerType()	13	FALSE
84	10001	AMT_LAST_AUTO_PAYMENT	DECIMAL(13,2)	null	IntegerType()	13	FALSE
85	10001	DATE_LAST_AUTO_PAYMENT	DECIMAL(7,0)	null	IntegerType()	7	FALSE
86	10001	DATE_LAST_FCHG	DECIMAL(7,0)	null	IntegerType()	7	FALSE
87	10001	DATE_LAST_PAID_BALANCE	DECIMAL(7,0)	null	IntegerType()	7	FALSE
88	10001	DATE_LAST_SKIP_A_PAY	DECIMAL(7,0)	null	IntegerType()	7	FALSE
89	10001	NUM_PTP_BROKEN_YTD	DECIMAL(3,0)	null	IntegerType()	3	FALSE
90	10001	AMT_PTP_BROKEN_YTD	DECIMAL(13,2)	null	IntegerType()	13	FALSE
91	10001	NUM_PTP_BROKEN_PYE	DECIMAL(3,0)	null	IntegerType()	3	FALSE
92	10001	AMT_PTP_BROKEN_PYE	DECIMAL(13,2)	null	IntegerType()	13	FALSE
93	10001	NUM_PTP_BROKEN_LTD	DECIMAL(3,0)	null	IntegerType()	3	FALSE
94	10001	AMT_PTP_BROKEN_LTD	DECIMAL(13,2)	null	IntegerType()	13	FALSE
95	10001	NUM_PTP_KEPT_YTD	DECIMAL(3,0)	null	IntegerType()	3	FALSE
96	10001	AMT_PTP_KEPT_YTD	DECIMAL(13,2)	null	IntegerType()	13	FALSE
97	10001	NUM_PTP_KEPT_PYE	DECIMAL(3,0)	null	IntegerType()	3	FALSE
98	10001	AMT_PTP_KEPT_PYE	DECIMAL(13,2)	null	IntegerType()	13	FALSE
99	10001	NUM_PTP_KEPT_LTD	DECIMAL(3,0)	null	IntegerType()	3	FALSE
100	10001	AMT_PTP_KEPT_LTD	DECIMAL(13,2)	null	IntegerType()	13	FALSE
101	10001	NUM_PTP_PARTIAL_YTD	DECIMAL(3,0)	null	IntegerType()	3	FALSE
102	10001	AMT_PTP_PARTIAL_YTD	DECIMAL(13,2)	null	IntegerType()	13	FALSE
103	10001	NUM_PTP_PARTIAL_PYE	DECIMAL(3,0)	null	IntegerType()	3	FALSE
104	10001	AMT_PTP_PARTIAL_PYE	DECIMAL(13,2)	null	IntegerType()	13	FALSE
105	10001	NUM_PTP_PARTIAL_LTD	DECIMAL(3,0)	null	IntegerType()	3	FALSE
106	10001	AMT_PTP_PARTIAL_LTD	DECIMAL(13,2)	null	IntegerType()	13	FALSE
107	10001	NUM_PTP_DELETE_YTD	DECIMAL(3,0)	null	IntegerType()	3	FALSE
108	10001	AMT_PTP_DELETE_YTD	DECIMAL(13,2)	null	IntegerType()	13	FALSE
109	10001	NUM_PTP_DELETE_PYE	DECIMAL(3,0)	null	IntegerType()	3	FALSE
110	10001	AMT_PTP_DELETE_PYE	DECIMAL(13,2)	null	IntegerType()	13	FALSE
111	10001	NUM_PTP_DELETE_LTD	DECIMAL(3,0)	null	IntegerType()	3	FALSE
112	10001	AMT_PTP_DELETE_LTD	DECIMAL(13,2)	null	IntegerType()	13	FALSE
113	10001	NUM_DISPUTE_YTD	DECIMAL(3,0)	null	IntegerType()	3	FALSE
114	10001	AMT_DISPUTE_YTD	DECIMAL(13,2)	null	IntegerType()	13	FALSE
115	10001	NUM_DISPUTE_PYE	DECIMAL(3,0)	null	IntegerType()	3	FALSE
116	10001	AMT_DISPUTE_PYE	DECIMAL(13,2)	null	IntegerType()	13	FALSE
117	10001	NUM_DISPUTE_LTD	DECIMAL(3,0)	null	IntegerType()	3	FALSE
118	10001	AMT_DISPUTE_LTD	DECIMAL(13,2)	null	IntegerType()	13	FALSE
119	10001	NUM_DISPUTE_CUST_YTD	DECIMAL(3,0)	null	IntegerType()	3	FALSE
120	10001	AMT_DISPUTE_CUST_YTD	DECIMAL(13,2)	null	IntegerType()	13	FALSE
121	10001	NUM_DISPUTE_CUST_PYE	DECIMAL(3,0)	null	IntegerType()	3	FALSE
